"source","target","weight","type"
"look","becca",7,"undirected"
"mind","becca",1,"undirected"
"see","prohibit",1,"undirected"
"feel","prohibit",4,"undirected"
"think","prohibit",1,"undirected"
"see","rapist",1,"undirected"
"think","rapist",1,"undirected"
"see","thiev",1,"undirected"
"think","thiev",2,"undirected"
"look","thiev",1,"undirected"
"see","violat",1,"undirected"
"feel","violat",2,"undirected"
"think","violat",4,"undirected"
"look","violat",1,"undirected"
"see","qualm",3,"undirected"
"feel","qualm",2,"undirected"
"look","qualm",1,"undirected"
"see","alyssa",45,"undirected"
"feel","alyssa",47,"undirected"
"think","alyssa",156,"undirected"
"look","alyssa",70,"undirected"
"mind","alyssa",11,"undirected"
"see","nearpropos",1,"undirected"
"see","aidan",17,"undirected"
"feel","aidan",17,"undirected"
"think","aidan",19,"undirected"
"look","aidan",7,"undirected"
"mind","aidan",5,"undirected"
"see","penanc",1,"undirected"
"see","edgi",2,"undirected"
"feel","edgi",2,"undirected"
"think","edgi",2,"undirected"
"mind","edgi",1,"undirected"
"see","unexcept",1,"undirected"
"see","chrome",7,"undirected"
"feel","chrome",2,"undirected"
"think","chrome",5,"undirected"
"look","chrome",3,"undirected"
"mind","chrome",3,"undirected"
"see","henley",8,"undirected"
"feel","henley",6,"undirected"
"think","henley",10,"undirected"
"look","henley",6,"undirected"
"mind","henley",3,"undirected"
"see","arbitrari",1,"undirected"
"feel","arbitrari",1,"undirected"
"see","bridget",7,"undirected"
"feel","bridget",5,"undirected"
"think","bridget",5,"undirected"
"look","bridget",4,"undirected"
"mind","bridget",1,"undirected"
"see","dispel",3,"undirected"
"feel","dispel",2,"undirected"
"think","dispel",1,"undirected"
"mind","dispel",1,"undirected"
"see","majest",1,"undirected"
"feel","majest",1,"undirected"
"look","majest",1,"undirected"
"see","tantal",3,"undirected"
"feel","tantal",1,"undirected"
"look","tantal",1,"undirected"
"see","embroid",5,"undirected"
"look","embroid",1,"undirected"
"see","kayla",104,"undirected"
"feel","kayla",100,"undirected"
"think","kayla",72,"undirected"
"look","kayla",111,"undirected"
"mind","kayla",36,"undirected"
"see","oatmeal",2,"undirected"
"think","oatmeal",2,"undirected"
"see","enlighten",7,"undirected"
"feel","enlighten",3,"undirected"
"think","enlighten",1,"undirected"
"look","enlighten",2,"undirected"
"mind","enlighten",2,"undirected"
"see","dormitori",5,"undirected"
"feel","dormitori",1,"undirected"
"think","dormitori",2,"undirected"
"look","dormitori",3,"undirected"
"see","tj",7,"undirected"
"look","tj",3,"undirected"
"mind","tj",1,"undirected"
"see","annemari",1,"undirected"
"feel","annemari",1,"undirected"
"look","annemari",1,"undirected"
"see","midswoop",1,"undirected"
"see","gaunt",5,"undirected"
"feel","gaunt",2,"undirected"
"think","gaunt",2,"undirected"
"look","gaunt",4,"undirected"
"see","hipbon",1,"undirected"
"see","bluster",2,"undirected"
"feel","bluster",1,"undirected"
"see","deb",2,"undirected"
"see","heartshap",2,"undirected"
"look","heartshap",1,"undirected"
"see","preambl",2,"undirected"
"think","preambl",1,"undirected"
"see","oliv",6,"undirected"
"think","oliv",4,"undirected"
"look","oliv",5,"undirected"
"see","simon",154,"undirected"
"feel","simon",119,"undirected"
"think","simon",142,"undirected"
"look","simon",344,"undirected"
"mind","simon",27,"undirected"
"see","accessori",1,"undirected"
"think","accessori",1,"undirected"
"look","accessori",2,"undirected"
"see","liabil",2,"undirected"
"see","emphas",2,"undirected"
"feel","emphas",5,"undirected"
"think","emphas",1,"undirected"
"look","emphas",6,"undirected"
"mind","emphas",1,"undirected"
"see","oneway",3,"undirected"
"look","oneway",4,"undirected"
"see","subway",5,"undirected"
"think","subway",2,"undirected"
"look","subway",5,"undirected"
"see","bravado",3,"undirected"
"feel","bravado",3,"undirected"
"think","bravado",1,"undirected"
"look","bravado",3,"undirected"
"see","swearingin",2,"undirected"
"look","swearingin",2,"undirected"
"see","sensit",5,"undirected"
"feel","sensit",5,"undirected"
"look","sensit",3,"undirected"
"mind","sensit",1,"undirected"
"see","sawnwood",1,"undirected"
"see","refin",3,"undirected"
"think","refin",3,"undirected"
"look","refin",2,"undirected"
"see","motel",5,"undirected"
"feel","motel",1,"undirected"
"think","motel",1,"undirected"
"look","motel",1,"undirected"
"mind","motel",1,"undirected"
"see","intermitt",2,"undirected"
"think","intermitt",2,"undirected"
"look","intermitt",2,"undirected"
"see","mingl",5,"undirected"
"feel","mingl",6,"undirected"
"think","mingl",2,"undirected"
"look","mingl",2,"undirected"
"mind","mingl",2,"undirected"
"see","brows",2,"undirected"
"think","brows",1,"undirected"
"look","brows",1,"undirected"
"see","jewelri",2,"undirected"
"feel","jewelri",1,"undirected"
"look","jewelri",1,"undirected"
"mind","jewelri",1,"undirected"
"see","ritz",1,"undirected"
"see","salon",5,"undirected"
"think","salon",4,"undirected"
"look","salon",4,"undirected"
"see","swope",1,"undirected"
"see","vidmail",1,"undirected"
"think","vidmail",1,"undirected"
"see","outlet",4,"undirected"
"feel","outlet",1,"undirected"
"think","outlet",2,"undirected"
"look","outlet",1,"undirected"
"see","teem",2,"undirected"
"see","payn",3,"undirected"
"feel","payn",3,"undirected"
"think","payn",1,"undirected"
"look","payn",1,"undirected"
"mind","payn",1,"undirected"
"see","censor",6,"undirected"
"feel","censor",1,"undirected"
"think","censor",3,"undirected"
"look","censor",1,"undirected"
"mind","censor",1,"undirected"
"see","hygien",1,"undirected"
"look","hygien",1,"undirected"
"mind","hygien",1,"undirected"
"see","buttock",1,"undirected"
"feel","buttock",2,"undirected"
"see","littlematchgirl",1,"undirected"
"see","spate",1,"undirected"
"look","spate",1,"undirected"
"see","testament",1,"undirected"
"feel","testament",1,"undirected"
"look","testament",1,"undirected"
"see","midsixti",2,"undirected"
"look","midsixti",1,"undirected"
"see","plummet",2,"undirected"
"feel","plummet",4,"undirected"
"think","plummet",4,"undirected"
"look","plummet",1,"undirected"
"mind","plummet",1,"undirected"
"see","twentyon",1,"undirected"
"think","twentyon",5,"undirected"
"look","twentyon",4,"undirected"
"see","slither",9,"undirected"
"feel","slither",4,"undirected"
"think","slither",1,"undirected"
"look","slither",5,"undirected"
"mind","slither",1,"undirected"
"see","sedan",3,"undirected"
"feel","sedan",2,"undirected"
"think","sedan",1,"undirected"
"look","sedan",2,"undirected"
"see","jeer",1,"undirected"
"see","dwarf",1,"undirected"
"feel","dwarf",2,"undirected"
"think","dwarf",3,"undirected"
"see","meander",5,"undirected"
"feel","meander",1,"undirected"
"think","meander",3,"undirected"
"look","meander",2,"undirected"
"mind","meander",1,"undirected"
"see","platter",1,"undirected"
"think","platter",1,"undirected"
"see","addict",4,"undirected"
"feel","addict",1,"undirected"
"think","addict",2,"undirected"
"look","addict",1,"undirected"
"see","zilpah",1,"undirected"
"see","intensifi",4,"undirected"
"feel","intensifi",5,"undirected"
"think","intensifi",2,"undirected"
"look","intensifi",2,"undirected"
"see","avid",1,"undirected"
"look","avid",2,"undirected"
"see","insati",1,"undirected"
"see","limitless",1,"undirected"
"see","siphon",4,"undirected"
"look","siphon",1,"undirected"
"see","dumbfound",2,"undirected"
"think","dumbfound",2,"undirected"
"look","dumbfound",5,"undirected"
"mind","dumbfound",1,"undirected"
"see","passengersid",2,"undirected"
"look","passengersid",1,"undirected"
"see","squish",1,"undirected"
"feel","squish",1,"undirected"
"look","squish",2,"undirected"
"see","harrington",1,"undirected"
"feel","harrington",2,"undirected"
"think","harrington",1,"undirected"
"look","harrington",1,"undirected"
"mind","harrington",1,"undirected"
"see","latina",1,"undirected"
"look","latina",2,"undirected"
"see","municip",1,"undirected"
"see","nic",1,"undirected"
"feel","nic",1,"undirected"
"think","nic",1,"undirected"
"look","nic",1,"undirected"
"see","toughlook",1,"undirected"
"see","cudgel",1,"undirected"
"feel","cudgel",1,"undirected"
"see","disown",1,"undirected"
"feel","disown",1,"undirected"
"look","disown",1,"undirected"
"see","incarcer",1,"undirected"
"feel","incarcer",1,"undirected"
"look","incarcer",2,"undirected"
"see","pariah",1,"undirected"
"see","sharpen",2,"undirected"
"feel","sharpen",1,"undirected"
"think","sharpen",3,"undirected"
"look","sharpen",2,"undirected"
"mind","sharpen",1,"undirected"
"see","drivethru",1,"undirected"
"see","thirst",3,"undirected"
"feel","thirst",5,"undirected"
"think","thirst",2,"undirected"
"look","thirst",1,"undirected"
"mind","thirst",1,"undirected"
"see","outlaw",1,"undirected"
"think","outlaw",1,"undirected"
"see","longlash",1,"undirected"
"see","hubcap",1,"undirected"
"see","brindl",1,"undirected"
"look","brindl",1,"undirected"
"see","emmelin",1,"undirected"
"feel","emmelin",1,"undirected"
"look","emmelin",2,"undirected"
"see","catlik",3,"undirected"
"look","catlik",2,"undirected"
"see","khaki",3,"undirected"
"think","khaki",1,"undirected"
"look","khaki",1,"undirected"
"see","voluptu",3,"undirected"
"feel","voluptu",3,"undirected"
"look","voluptu",1,"undirected"
"see","pentup",1,"undirected"
"feel","pentup",1,"undirected"
"think","pentup",2,"undirected"
"see","rancor",1,"undirected"
"think","rancor",1,"undirected"
"see","unlookedfor",1,"undirected"
"think","unlookedfor",1,"undirected"
"see","dispass",2,"undirected"
"think","dispass",1,"undirected"
"see","frontier",2,"undirected"
"look","frontier",2,"undirected"
"see","shreveport",1,"undirected"
"see","mart",1,"undirected"
"see","anthoni",3,"undirected"
"feel","anthoni",2,"undirected"
"think","anthoni",1,"undirected"
"look","anthoni",6,"undirected"
"see","stanton",5,"undirected"
"feel","stanton",9,"undirected"
"think","stanton",6,"undirected"
"look","stanton",2,"undirected"
"mind","stanton",2,"undirected"
"see","orchid",3,"undirected"
"feel","orchid",4,"undirected"
"think","orchid",3,"undirected"
"look","orchid",5,"undirected"
"see","mote",3,"undirected"
"feel","mote",5,"undirected"
"look","mote",1,"undirected"
"see","nonb",1,"undirected"
"feel","nonb",1,"undirected"
"see","gall",1,"undirected"
"feel","gall",1,"undirected"
"think","gall",1,"undirected"
"see","highhanded",1,"undirected"
"feel","highhanded",1,"undirected"
"see","tenac",1,"undirected"
"think","tenac",1,"undirected"
"see","stonestil",1,"undirected"
"feel","stonestil",1,"undirected"
"see","overheard",4,"undirected"
"feel","overheard",3,"undirected"
"think","overheard",4,"undirected"
"look","overheard",7,"undirected"
"mind","overheard",1,"undirected"
"see","gust",3,"undirected"
"feel","gust",5,"undirected"
"think","gust",1,"undirected"
"look","gust",2,"undirected"
"mind","gust",2,"undirected"
"see","darkskin",2,"undirected"
"look","darkskin",1,"undirected"
"see","eggplantcolor",1,"undirected"
"see","aquamarin",1,"undirected"
"think","aquamarin",1,"undirected"
"see","pulp",2,"undirected"
"feel","pulp",3,"undirected"
"look","pulp",1,"undirected"
"see","rescuer",2,"undirected"
"think","rescuer",1,"undirected"
"look","rescuer",1,"undirected"
"mind","rescuer",1,"undirected"
"see","liquor",2,"undirected"
"feel","liquor",6,"undirected"
"think","liquor",3,"undirected"
"look","liquor",5,"undirected"
"see","tome",1,"undirected"
"think","tome",1,"undirected"
"look","tome",1,"undirected"
"see","anchor",6,"undirected"
"feel","anchor",6,"undirected"
"think","anchor",7,"undirected"
"look","anchor",6,"undirected"
"mind","anchor",2,"undirected"
"see","neon",4,"undirected"
"think","neon",3,"undirected"
"look","neon",3,"undirected"
"mind","neon",1,"undirected"
"see","uncommon",2,"undirected"
"feel","uncommon",1,"undirected"
"see","ninth",1,"undirected"
"think","ninth",1,"undirected"
"mind","ninth",1,"undirected"
"see","owl",4,"undirected"
"think","owl",3,"undirected"
"look","owl",2,"undirected"
"see","heavyset",2,"undirected"
"look","heavyset",1,"undirected"
"see","merciless",2,"undirected"
"feel","merciless",1,"undirected"
"see","entreati",2,"undirected"
"feel","entreati",1,"undirected"
"see","grader",2,"undirected"
"think","grader",1,"undirected"
"see","unctuous",2,"undirected"
"look","unctuous",1,"undirected"
"see","proro",1,"undirected"
"see","wrongdo",3,"undirected"
"think","wrongdo",1,"undirected"
"mind","wrongdo",1,"undirected"
"see","intraven",1,"undirected"
"feel","intraven",1,"undirected"
"see","unearth",2,"undirected"
"feel","unearth",1,"undirected"
"think","unearth",1,"undirected"
"look","unearth",3,"undirected"
"see","infatu",1,"undirected"
"think","infatu",2,"undirected"
"look","infatu",1,"undirected"
"see","figment",7,"undirected"
"feel","figment",2,"undirected"
"think","figment",4,"undirected"
"look","figment",1,"undirected"
"mind","figment",1,"undirected"
"see","tull",1,"undirected"
"feel","tull",1,"undirected"
"see","eisemann",1,"undirected"
"see","nutcrack",1,"undirected"
"see","swan",27,"undirected"
"feel","swan",19,"undirected"
"think","swan",16,"undirected"
"look","swan",45,"undirected"
"mind","swan",2,"undirected"
"see","gingerbread",1,"undirected"
"see","recip",1,"undirected"
"feel","recip",1,"undirected"
"look","recip",3,"undirected"
"mind","recip",2,"undirected"
"see","mortif",1,"undirected"
"feel","mortif",1,"undirected"
"think","mortif",4,"undirected"
"see","wholli",2,"undirected"
"feel","wholli",4,"undirected"
"think","wholli",3,"undirected"
"look","wholli",2,"undirected"
"mind","wholli",3,"undirected"
"see","eyelevel",2,"undirected"
"see","tentacl",8,"undirected"
"feel","tentacl",5,"undirected"
"think","tentacl",2,"undirected"
"look","tentacl",2,"undirected"
"mind","tentacl",1,"undirected"
"see","trial",5,"undirected"
"feel","trial",2,"undirected"
"think","trial",3,"undirected"
"look","trial",5,"undirected"
"see","kenwood",1,"undirected"
"see","elud",3,"undirected"
"feel","elud",1,"undirected"
"think","elud",2,"undirected"
"look","elud",1,"undirected"
"mind","elud",1,"undirected"
"see","absentmind",2,"undirected"
"think","absentmind",3,"undirected"
"look","absentmind",3,"undirected"
"see","deft",3,"undirected"
"think","deft",2,"undirected"
"see","workroom",2,"undirected"
"see","algeria",1,"undirected"
"see","egypt",1,"undirected"
"feel","egypt",1,"undirected"
"think","egypt",2,"undirected"
"see","libya",1,"undirected"
"see","unimport",1,"undirected"
"feel","unimport",2,"undirected"
"think","unimport",1,"undirected"
"see","commonplac",1,"undirected"
"feel","commonplac",1,"undirected"
"think","commonplac",1,"undirected"
"look","commonplac",1,"undirected"
"see","jammer",1,"undirected"
"think","jammer",2,"undirected"
"see","nanotransmitt",1,"undirected"
"see","repent",1,"undirected"
"feel","repent",3,"undirected"
"see","unforgiv",1,"undirected"
"feel","unforgiv",1,"undirected"
"think","unforgiv",1,"undirected"
"look","unforgiv",2,"undirected"
"mind","unforgiv",1,"undirected"
"see","nonexist",1,"undirected"
"mind","nonexist",1,"undirected"
"see","dryey",1,"undirected"
"see","welter",1,"undirected"
"see","lain",2,"undirected"
"feel","lain",1,"undirected"
"think","lain",2,"undirected"
"see","extinguish",4,"undirected"
"feel","extinguish",5,"undirected"
"think","extinguish",3,"undirected"
"look","extinguish",3,"undirected"
"mind","extinguish",3,"undirected"
"see","canada",5,"undirected"
"feel","canada",2,"undirected"
"think","canada",2,"undirected"
"feel","microcomput",1,"undirected"
"feel","lazor",1,"undirected"
"see","rins",2,"undirected"
"feel","rins",3,"undirected"
"think","rins",1,"undirected"
"look","rins",2,"undirected"
"feel","dryjet",1,"undirected"
"see","sin",2,"undirected"
"feel","sin",7,"undirected"
"think","sin",3,"undirected"
"look","sin",3,"undirected"
"feel","rebelli",2,"undirected"
"think","rebelli",1,"undirected"
"see","congreg",4,"undirected"
"feel","congreg",3,"undirected"
"think","congreg",4,"undirected"
"look","congreg",3,"undirected"
"mind","congreg",1,"undirected"
"see","raptur",1,"undirected"
"feel","raptur",1,"undirected"
"look","raptur",1,"undirected"
"feel","instep",1,"undirected"
"see","involuntarili",1,"undirected"
"feel","involuntarili",3,"undirected"
"think","involuntarili",2,"undirected"
"look","involuntarili",3,"undirected"
"feel","airless",1,"undirected"
"think","airless",2,"undirected"
"feel","woozi",7,"undirected"
"think","woozi",1,"undirected"
"look","woozi",1,"undirected"
"see","unconscion",1,"undirected"
"feel","unconscion",1,"undirected"
"feel","dirtier",1,"undirected"
"see","ludicr",1,"undirected"
"feel","ludicr",2,"undirected"
"think","ludicr",3,"undirected"
